mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.3639837265014648,0.015243960852443767,0.017156600952148438,0.002383833229700332,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09113221168518067,0.003784002583054854,0.006319189071655273,0.0010892601169388955,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,1.0,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9916666666666668,0.004166666666666652
0.18084263801574707,0.005778330532008002,0.015583276748657227,0.009633697707129716,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,0.9895833333333334,0.9895833333333334,1.0,0.9895833333333334,0.9895833333333334,0.9916666666666668,0.004166666666666652
0.3838864803314209,0.034266152032507415,0.017867851257324218,0.004907234367532981,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,0.9895833333333334,0.9895833333333334,1.0,0.9895833333333334,0.9895833333333334,0.9916666666666668,0.004166666666666652
0.09233050346374512,0.0030293591897013654,0.006719636917114258,0.0011263735317402672,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0,1,0.9791666666666666,0.9895833333333334,0.9895833333333334,0.9791666666666666,0.9895833333333334,0.9854166666666666,0.0051031036307983245
0.20415792465209961,0.0316891238519688,0.010645723342895508,0.0011691046398922982,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.0,1,0.9791666666666666,0.9895833333333334,0.9895833333333334,0.9895833333333334,0.9791666666666666,0.9854166666666668,0.0051031036307983245
0.39781723022460935,0.029043735013056727,0.021004486083984374,0.004022977269285129,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,0.9791666666666666,0.9895833333333334,0.9895833333333334,0.9791666666666666,0.9895833333333334,0.9854166666666666,0.0051031036307983245
0.10206212997436523,0.010816995153731029,0.00673527717590332,0.0011649926873241415,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.18465228080749513,0.006896698247556047,0.009743547439575196,0.0015119165383932788,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.38584103584289553,0.027828190042585722,0.015680551528930664,0.002726024694222857,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9166666666666666,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.95,0.016666666666666698,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
